question,user,category,detail1,detail2,detail3,detail4
자동응답 “설정” 상태일 때 문자 메시지는 수신이 되나요?,개인,모바일,부가서비스,통화/메시지,자동응답,
"아이폰, 아이패드에서도 가입이 가능한가요?",개인,모바일,부가서비스,뮤직,지니뮤직 마음껏 듣기_멤버십,
차단내역을 다음날 요약해 알려준 내용을 보니 전날 실시간 공지된 숫자와 차이가 있습니다.,개인,모바일,부가서비스,통화/메시지,지정번호필터링,
인터넷끼리만 결합할 수 있나요?,개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
중고폰 가격보장 프로그램_H+클럽 해지 후 동일 단말로 재가입이 가능한가요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_H+클럽,,
LG U+ 고객센터 앱은 어떻게 이용하나요?,개인,서비스안내,고객센터 앱,,,
"본인 명의로 2개의 휴대폰을 가지고 있는데, 두 휴대폰 번호를 결합할 수 있나요?",개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
군 후불서비스 해지는 어떻게 하나요?,개인,전화,후불카드,,,
개통 취소를 하려면 어떻게 해야 하나요?,개인,U+Shop,모바일,취소/교환/반품,,
서비스 가입은 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,휴대폰번호 보호서비스,
"태블릿/스마트기기 무료 혜택 적용 중인 기기를 일시정지한 경우, 일시정지 요금 4,400원에 대해서도 무료인가요?",개인,모바일,요금제,LTE폰,,
2년 약정으로 이용하다 3년으로 약정을 상향해도 가족무한사랑(유무선결합)결합이 가능한가요?,개인,결합 할인,유무선 결합,가족무한사랑(유무선),,
리퍼도 보상 받을 수 있나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_H+클럽,,
클럽을 사용한 개월 수 산정은 어떻게 하나요?,개인,혜택,신청/변경불가,O클럽,,
다른 통신사 인터넷을 사용하는데 무드등을 이용할 수 있나요?,개인,U+스마트홈,스마트홈 기기,무드등,,
상대방이 다른 통신사여도 서비스 사용이 가능한가요?,개인,모바일,부가서비스,안심/안전,아이지킴이,
간편결제매니저 PC 프로그램은 모든 PC에서 사용 가능한가요?,개인,모바일,부가서비스,생활편의,간편결제매니저,
3년 약정이 만료된 후에 결합할 수 있나요?,개인,결합 할인,유무선 결합,가족무한사랑(유무선),,
"3년 약정만료 고객이 재약정 전이나, 이미 인터넷을 재약정한 경우도 결합할 수 있나요?",개인,결합 할인,유무선 결합,한방에yo,,
SIM로밍 하면 내 휴대폰 사용을 못하나요?,개인,해외로밍,SIM로밍,,,
위치정보자기제어서비스는 누구나 이용이 가능한가요?,개인,모바일,부가서비스,생활편의,위치정보자기제어,
해지 후 재가입이 가능한가요?,개인,모바일,부가서비스,통화/메시지,060 발신차단,
최근 검색어를 지우려면 어떻게 하나요?,개인,TV,상품안내,U+ tv UHD,,
결합할인을 받으려면 신규가입 또는 기기변경을 해야 하나요?,개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
차단번호를 등록해 놨는데 해당 번호 차단이 안됩니다.,개인,모바일,부가서비스,통화/메시지,지정번호필터링,
상대방이 MMS 미지원 휴대폰일 경우는 어떻게 전송되나요?,개인,모바일,부가서비스,통화/메시지,,
U+Box 앱을 이용해 기존 휴대폰에서 새로운 휴대폰으로 데이터를 옮기는 방법이 궁금합니다.,개인,모바일,부가서비스,생활편의,U+ Box,
PASS 서비스는 무료서비스 인가요? 데이터 요금은 부과되나요?,개인,모바일,부가서비스,안심/안전,PASS,
"U+tv를 등록한 뒤 스피커에 '클로바, TV MBC 틀어줘'라고 말했는데, TV 채널이 변경되지 않아요. 어떻게 해야 하나요?",개인,U+스마트홈,스마트홈 기기,AI리모컨허브,,
휴대폰 안에 인증서 관리 프로그램(APP)을 삭제하고 싶어요.,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
전화번호 안심로그인의 간편안심 로그인 인증은 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,전화번호안심로그인,
통화연결음 설정 기능은 어떤 것들이 있나요?,개인,모바일,부가서비스,뮤직,뮤직벨링 앱,
1구간만 제휴카드 완납 가능한가요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_폰케어플러스옵션2,,
모아보기채널(구 큐레이션)을 이용하려면 리모컨을 반드시 바꿔야 하나요?,개인,TV,상품안내,U+ tv UHD,,
"18개월 차 까지 이용료를 낸 후, 18~29월 차 사이 기변을하면 언제든 보상을 받을 수 있나요?",개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_폰케어플러스 옵션II,,
통화도우미앱에서 착신전환 번호 설정은 어떻게 하나요?,개인,모바일,부가서비스,통화/메시지,통화도우미,
전화번호 안심로그인이 무엇인가요?,개인,모바일,부가서비스,안심/안전,전화번호안심로그인,
가족사랑데이터는 요금제 변경 시에도 계속 이용 가능한가요?,개인,모바일,요금제,데이터혜택,,
홈페이지 신규가입이 안 되요. 왜 그런거예요?,개인,서비스안내,홈페이지이용관련,,,
착신전환을 설정할 때마다 문자가 옵니다.,개인,모바일,부가서비스,통화/메시지,착신전환,
다른 가족이 앱으로 무드등을 끄고 켤 수 있나요?,개인,U+스마트홈,스마트홈 기기,무드등,,
휴대폰 1개와 인터넷 1개를 결합하고 싶습니다. 명의가 달라도 결합할 수 있나요?,개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
안심존 서비스 이용 시 배터리 소모가 빨리 되는데요?,개인,모바일,부가서비스,안심/안전,널 지켜줄게,
통화연결음 설정은 어떻게 하나요?,개인,모바일,부가서비스,뮤직,뮤직벨링 앱,
"SIM 임대로밍 이용 시, 예약은 어떻게 해야 하나요?",개인,해외로밍,서비스안내,,,
착신전환 서비스가 무엇인가요?,개인,전화,인터넷전화,부가서비스,착신전환,
U+스마트홈 앱에 로그인한 U+ID의 비밀번호는 어떻게 변경하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 앱,,
이용요금은 얼마인가요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽2,,
사은품 변경 요청은 어떻게 하나요?,개인,U+Shop,,,,
플러그를 안전하게 사용하는 방법에 대해 알고 싶어요.,개인,U+스마트홈,스마트홈 기기,플러그,,
구글Play스토어에서 환불 신청 했는데 환불은 언제쯤 되나요?,개인,모바일,부가서비스,안심/안전,휴대폰 결제(원스토어/구글스토어),
U+ 보관함 용량을 얼마나 사용하고 있는지 알 수 있나요?,개인,모바일,부가서비스,생활편의,U+ 보관함,
스마트피싱보호 부가서비스에 가입하려면 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,스마트피싱보호,
"장애 발생 시, A/S는 어떻게 신청해야 하나요?",개인,U+스마트홈,스마트홈 기기,가스잠그미,,
U+Page에서 로그인했는데 잔여량 조회가 되지 않아요.,개인,서비스안내,U+Page,,,
"U+ 멤버십 포인트, 쿠폰, TV포인트 모두 사용해서 결제할 때 순서는 상관없나요?",개인,TV,요금안내,,,
U+ 인터넷전화결제 서비스를 이용하려면 어떻게 해야하나요?,개인,전화,인터넷전화,부가서비스,인터넷전화결제,
18개월 ~29개월 차에 중고/이력 단말기로 기변하는 경우에는 폰케어플러스 옵션 보상을 받을 수 없나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_폰케어플러스 옵션,,
공시지원금(휴대폰 가격 할인)이 무엇인가요?,개인,U+Shop,모바일,요금할인/혜택,,
법인폰 본인확인과 휴대폰 본인확인과의 차이가 뭔가요?,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
뮤직벨링 앱은 어떻게 다운받나요?,개인,모바일,부가서비스,뮤직,뮤직벨링 앱,
스마트 공동인증 App을 삭제하면 저장된 인증서도 삭제되나요?,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
가상번호는 아무 번호나 사용 가능한가요?,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
자녀폰 지킴이 서비스를 iPhone에서 사용 할 수 있나요?,개인,모바일,부가서비스,통화/메시지,자녀폰지킴이,
인증번호를 정상적으로 입력해도 OTP인증에 실패하였습니다.,개인,모바일,부가서비스,안심/안전,MyOTP,
U+인터넷전화에서 상대방에게 전화를 걸때 070번호도 지역번호를 붙이나요?,개인,전화,인터넷전화,상품안내,,
유료 컨텐츠 구매 시 페어링 방법은?,개인,TV,상품안내,주요서비스,세컨드TV,
온라인에서 U+멤버스로 어떻게 결제하나요?,개인,모바일,부가서비스,생활편의,U+멤버스,
"U+ 모바일 서비스를 중도 해지하는 경우, 휴대폰 잔여 할부금은 어떻게 되는 건가요?",개인,혜택,신청/변경불가,제휴카드,U+ 현대카드 M Edition2,
U+ 데이터상품권 선물취소가 안됩니다!,개인,모바일,부가서비스,데이터,U+ 데이터상품권,구매/등록/조회
U+ 멤버십 포인트 사용 후 남은 금액을 쿠폰이나 TV포인트로 또 할인 받을 수 있나요?,개인,TV,요금안내,,,
1구간 뿐만 아니라 2구간도 추가로 제휴카드 납부하고 싶은데 이 경우 보상금액은 어떻게 되나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_폰케어플러스옵션2,,
5G 요금제 가입자는 (구)가족 무한사랑 클럽 가입 가능한가요?,개인,혜택,신청/변경불가,(구) 가족 무한사랑 클럽,,
모든 단말기에 중고폰 가격보장 프로그램_R클럽2를 가입할 수 있나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽2,,
번호변경안내 서비스는 무엇인가요?,개인,모바일,부가서비스,통화/메시지,번호변경안내(유료),
U+스마트홈위젯을 설치하면 어떤 좋은점이 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 앱,,
휴대폰을 일시정지 해도 이용할 수 있나요?,개인,모바일,부가서비스,생활편의,PASS스탁,
이용요금은 얼마인가요?,개인,5G,5G 부가서비스,GeForce NOW,,
LTE 청소년 요금제의 기본 제공량을 모두 소진하면 요금이 부과되나요?,개인,모바일,요금제,,,
상품을 해지하고 싶습니다.,개인,모바일,부가서비스,신규/변경불가 부가서비스,지니뮤직 마음껏 듣기(모바일) 2인 이용권_멤버십,
인터넷을 어떻게 연결하나요?,개인,U+스마트홈,스마트홈 기기,허브 동글형,,
LG U+ SAVE 신한카드의 스마트 할부 서비스는 적립 포인트 한도가 없나요?,개인,혜택,신청/변경불가,제휴카드,LG U+ SAVE 신한카드,
스위치 사용 도중에 갑자기 조명이 꺼졌어요. 왜 그런가요?,개인,U+스마트홈,스마트홈 기기,스위치,,
서비스를 해지했는데 왜 앱이 삭제가 안 되죠?,개인,모바일,부가서비스,통화/메시지,자녀폰지킴이,
아이폰에서 M-NET 이용이 가능한가요?,개인,모바일,단말기(휴대폰),아이폰,,
U+스마트홈 앱을 사용하려면 U+ID가 있어야 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 앱,,
U+ 인터넷전화결제 청구서의 청구기준은 어떻게 되나요?,개인,전화,인터넷전화,부가서비스,인터넷전화결제,
주차한 위치를 확인하고 싶은데 어떻게 하나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
SIM로밍서비스란 무엇입니까?,개인,해외로밍,SIM로밍,,,
0(제로)클럽 시즌 2 - A형(완전거치)은 무엇인가요?,개인,혜택,신청/변경불가,0(제로)클럽 시즌2,,
"서비스 해지 시, 스마트홈 스피커를 포함해 스마트홈 기기는 반납해야 하나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"음성,문자,데이터 잔여량을 문자로 받지 못했습니다.",개인,모바일,요금제,LTE폰,,
비즈링 설정 후 월정액 990원(부가세 포함)이 면제되는 것으로 알고 있는데 일정 금액이 부과되었어요.,개인,모바일,부가서비스,뮤직,,
구글Play스토어에서 결제 전 비밀번호를 입력하도록 설정할 수 있나요?,개인,모바일,부가서비스,안심/안전,휴대폰 결제(원스토어/구글스토어),
한글로 국제문자를 보낼 수 있나요?,개인,전화,국제전화 002,,,
리모컨앱은 어디서 설치하나요?,개인,TV,상품안내,주요서비스,리모컨앱,
예약 설정한 알람이 울리지 않았습니다.,개인,U+스마트홈,스마트홈 기기,무드등,,
인터넷 3년 약정 이용 고객만 가입 가능한가요?,개인,결합 할인,유무선 결합,가족무한사랑(유무선),,
통화량베스트5에 이용하지 않은 번호인 019177/019178 로 나와요?,개인,서비스안내,홈페이지이용관련,,,
