	2021년 3월 12일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류(10)와이파이 끄라고해서 껏고 메일 보내라고 해서 보냈고 그럼 피드백 이 있어야하는거 아닌가요? 유관 부서로 메일 포워딩 하려고 보내라고 했습니까? 메일에도 말했듯이 이용료 내면서 이용하는 고객의 입장에서 내가 왜 이런 불편을 느껴야 하는지 이해가 전혀 가지 않네요 벌써 열흘도 훨씬 넘었네요 빠른 답변 바랍니다 ㅡ.ㅡ	0
3010	2019년 4월 10일	별표 5개 만점에 4개를 받았습니다.	그나마 이번 업데이트로 좌우 이동 스크롤 기능 다시 생겨서 매우 기쁩니다 제발 좋은 기능은 없애지 말고 유지해 주세요	1
11888	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	굿	1
8640	2019년 4월 16일	별표 5개 만점에 2개를 받았습니다.	이런ㅅㅃ새끼들이 모르고 7천원 결제 눌렀잖아 경고라도 해줘야지ㅡㅡ 죽여삐다	0
4346	2019년 2월 16일	별표 5개 만점에 1개를 받았습니다.	업데이트 후 엄청 불편해졌네요. 드레그해서 앞으로 넘어가는것도 안되고. 개불편함	0
898	2019년 10월 24일	별표 5개 만점에 2개를 받았습니다.	너무 끊김이 심하네요. 지혼자 앞으로 갔다가 뒤로 갔다가 난리를 치는탓에 제대로 된 영상을 보기가 힘듭니다. 물론 원활한 인터넷 환경에서 보았을 때를 얘기하는겁니다. 와이파이 환경에서 사용하든, 모바일 데이터 환경에서 사용하든 다른게 없습니다. 실시간tv와 다시보기 모두요. 제발 사용자가 영상 시청하기에 편한 환경을 만들어 주셨으면 좋겠습니다.	0
10031	2019년 10월 27일	별표 5개 만점에 1개를 받았습니다.	월정액 해지 시켜주세요	0
11370	2019년 12월 25일	별표 5개 만점에 5개를 받았습니다.	민족기옵 엘지 화이팅	1
8817	2020년 5월 6일	별표 5개 만점에 2개를 받았습니다.	버퍼링 심합니다 ㅠ	0
12369	2019년 12월 21일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
14968	2018년 11월 24일	별표 5개 만점에 5개를 받았습니다.	굿	1
8481	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	이런게 업데이트인가? 쓰레기를 만들어버렸네요...	0
14595	2018년 12월 6일	별표 5개 만점에 5개를 받았습니다.	갑자기 안켜지네요..무슨일일까..	1
5078	2019년 2월 13일	별표 5개 만점에 5개를 받았습니다.	이거 영화 무료다운이되고 실감나요! 후기보시는분들 빨리까세요^^	1
11691	2020년 10월 7일	별표 5개 만점에 5개를 받았습니다.	좋기는하나 하나 단점은 최신영화 나 최신드라마 가격좀 넘비싸요 조금만 더싸게 해주세요 그럼 완전 퍼펙트 할거같아요 무료혜택 영화 선택권이 더많았으면 해요 옛날드라마도 좀 많았으면 좋겠어요	1
6711	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	와 더깔끔하고 다양해진 프로그램이네요	1
12176	2020년 2월 1일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
14633	2018년 10월 23일	별표 5개 만점에 5개를 받았습니다.	블리리생김나이스!	1
2955	2019년 6월 16일	별표 5개 만점에 1개를 받았습니다.	모바일 tv 왜 시청할 수 없나요? 매번 깔고 지우고 사용도 안되고 요금은 요금대로 받고 먼가 대책이 있어야 되는것 아닌가요?	0
8684	2019년 12월 29일	별표 5개 만점에 5개를 받았습니다.	재밌게 보고 싶은데	1
15962	2018년 9월 5일	별표 5개 만점에 3개를 받았습니다.	업데이트 하라고 하는데 오류코드 506이 자꾸 뜹니다ㅠ	1
9219	2019년 1월 29일	별표 5개 만점에 1개를 받았습니다.	깔지도않앗는데 깔리고 월정액가입은뭐냐???	0
11133	2019년 6월 10일	별표 5개 만점에 1개를 받았습니다.	왜 보질 못하죠?	0
4336	2019년 2월 14일	별표 5개 만점에 5개를 받았습니다.	드라마1화~최종회몰아서볼때나 영화볼때좋구ㅎㅎ 화질도골라서볼수있고 화면도선택할수있어서좋아요	1
2444	2019년 3월 6일	별표 5개 만점에 1개를 받았습니다.	이건업데이트가 아니라 다운데이트가 나만 불편하게 느끼는건지 채널 변경이 전에는 터치로되던게 안되요. 제가 몰라서 그런가. 큰화면에 채널변경안되요 전에는 화면을 밀면됬는데	0
4618	2019년 2월 13일	별표 5개 만점에 1개를 받았습니다.	손으로 넘기는게 좋앗는데... 10초 너무 끈기면서 넘어가져요	0
11601	2020년 11월 8일	별표 5개 만점에 5개를 받았습니다.	모바일TV무료가요	1
8643	2019년 2월 24일	별표 5개 만점에 1개를 받았습니다.	진심 개불편함. 예전께 좋음	0
4995	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	업데이트하고 다시 남깁니다. 어플 실행이 안되는데 어떻게 쓰라는거죠? 갈수록 맘에 안드네요 유플러스ㅡㅡ	0
4844	2019년 6월 14일	별표 5개 만점에 1개를 받았습니다.	로그인 새로 설정해도 로그인 실패... 뭐 이런 쓰레기 앱이 다 있는지?	0
12542	2019년 10월 14일	별표 5개 만점에 5개를 받았습니다.	재미있셔유	1
15853	2018년 8월 26일	별표 5개 만점에 3개를 받았습니다.	이번엔 에러코드 B05n 으로 안되네요 한번씩 구동이 잘 안될때가 많아요 컨텐츠는 괜찮은데 관리가 안되는듯요! 빨리 해결해주세요	1
15377	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굳	1
4750	2018년 10월 15일	별표 5개 만점에 2개를 받았습니다.	무료 영화와 성인영화가 똑같은게 바뀌지도않고 너무오래 있네요 넘싫어요	0
3868	2019년 2월 16일	별표 5개 만점에 1개를 받았습니다.	리뷰잘안쓴데 업데이트하니 더 보기불편하네요 검은색바탕에 메뉴도복잡하고 차라리 그전이낫네요	0
3413	2019년 2월 3일	별표 5개 만점에 1개를 받았습니다.	저번 버전이 더 쉽고 간편했어요. 찾아보기도 불편하고... 차라리 예전 버전으로 다시 출시해주세요	0
15951	2018년 9월 1일	별표 5개 만점에 2개를 받았습니다.	아니 사용자가많아서 접속안된다는게 말이되나 어이가없네	0
8261	2019년 6월 17일	별표 5개 만점에 5개를 받았습니다.	공중파도 보여주세요	1
8893	2021년 3월 9일	별표 5개 만점에 4개를 받았습니다.	좋아요^^	1
11402	2021년 3월 8일	별표 5개 만점에 5개를 받았습니다.	너무 비싸여	1
13718	2019년 2월 17일	별표 5개 만점에 5개를 받았습니다.	좋아용!!!!!!	1
907	2019년 3월 15일	별표 5개 만점에 1개를 받았습니다.	찜하기 목록이 안뜨는거 수정좀 해주세요. 찜해놓은거 막 멋대로 찜이 해제 되지를 않나, 일일이 찾아보는게 귀찮아서 찜해놨는데 정작 들어가면 목록이 안떠요. 고쳐지지 않는데 대체 왜 업데이트를 하는건가요? 업데이트의 뜻은 알고 계시는거죠?	0
16106	2018년 9월 4일	별표 5개 만점에 5개를 받았습니다.	고마웡	1
9763	2020년 1월 5일	별표 5개 만점에 1개를 받았습니다.	들어가지지도 않음	0
15756	2018년 10월 16일	별표 5개 만점에 5개를 받았습니다.	굿	1
12511	2020년 7월 29일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
11813	2020년 5월 24일	별표 5개 만점에 3개를 받았습니다.	유독 이 어플로 영상을 볼때만 블루투스 이어폰 싱크가 맞지 않습니다	1
9687	2019년 3월 30일	별표 5개 만점에 3개를 받았습니다.	비디오포털앱이 이거로 바뀐거에요???	1
1497	2019년 8월 4일	별표 5개 만점에 2개를 받았습니다.	노트9 입니다. 앱 업데이트하구 영상 보는데 오류가 많네요. 1. 소리꺼짐 2. 재생멈춤 3. 영상 처음으로 돌아가짐 무슨 영상이든 1분이상 못보겠네요.	0
338	2020년 10월 8일	별표 5개 만점에 1개를 받았습니다.	핸드폰 앱과 티비 연결하려는데 PE1130 오류가 뜹니다 해결방법 안내부탁드립니다	0
8416	2019년 2월 26일	별표 5개 만점에 4개를 받았습니다.	보기 편리했졌네요	1
6892	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	거이 매일 30분이상 잘 이용하고 있습니다	1
11328	2020년 5월 31일	별표 5개 만점에 4개를 받았습니다.	좋아요^^	1
11562	2020년 11월 24일	별표 5개 만점에 5개를 받았습니다.	안녕하세요	1
9006	2021년 1월 29일	별표 5개 만점에 1개를 받았습니다.	최악 에러로 들어가지지가않네	0
4188	2019년 2월 13일	별표 5개 만점에 5개를 받았습니다.	진짜많이변했어요 저새로운앱이깔린줄알았습니다 로딩이줄어들었어요 데이터무제한쓰는데 로딩이정말줄어서검색하기편해보입니다 개편축하합니다 fkamg8192@네이버닷컴	1
14774	2019년 2월 18일	별표 5개 만점에 5개를 받았습니다.	베리 굿	1
6806	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	도대체업데이트를왜한거임?편의성도없고더불편해지고..난생처음여기에후기올림	0
1459	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	별하나도 아까움.. 넷플릭스 따라한듯. 완전 보기 불편함. 목록찾기도 거지같고 편리했던 업뎃이전 버전으로 돌아가고 싶음. 업뎃 그지 ㅡㅡ 비디오포털 굿바이!! ㅡㅡ	0
9115	2021년 1월 19일	별표 5개 만점에 5개를 받았습니다.	ㆍㅂㆍ슨ㅅㄴㅅㆍ슬	1
12897	2019년 10월 11일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
4688	2019년 6월 17일	별표 5개 만점에 1개를 받았습니다.	1.8배속으로 보면 목소리가 헬륨풍선먹은것처럼 변해요 이전처럼 수정해주세여	0
8633	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	전에퍼전이 더 좋음ㅡㅡ	0
2582	2019년 2월 22일	별표 5개 만점에 1개를 받았습니다.	전 버전 UI가 편하고 좋았는데 업뎃하고 나서 불편한 감이 없잖아 있군요...그리고 정규 방송도 시청되게 해주셨음 좋겠어요	0
1025	2019년 6월 11일	별표 5개 만점에 1개를 받았습니다.	잘 보고 있었는데 갑자기 영화클릭하면 해당페이지는 현재 이용할수없다고 뜨네요 시키는데로 몇번을 제거하고 설치하고 했는데도 안돼요 유플릭스는 잘되는데 뭐가 문제인지 못 찾아 내시고 엘지전자서비스센터 통화해보라고 하시네요 상담시간 끝났는데... Q8폰 사용중인데 이제 8개월 밖에 안됐는데 폰도 별로고 귀차니즘 발동입니다 언제간 되려나~~~	0
5426	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	별하나도 아깝고 글쓰기는 더 아깝지만 구리다고 얘기해줘야 바꾸려나 비디오포털 돌려주시오	0
10658	2020년 5월 15일	별표 5개 만점에 4개를 받았습니다.	업데이트가 안돼요	1
14718	2019년 2월 2일	별표 5개 만점에 4개를 받았습니다.	좋아쇼	1
10532	2019년 12월 28일	별표 5개 만점에 5개를 받았습니다.	좋아요~아주	1
6967	2019년 12월 26일	별표 5개 만점에 3개를 받았습니다.	오류10이 멀까요? 접속이안되네요	1
8882	2019년 2월 24일	별표 5개 만점에 5개를 받았습니다.	사용하기 편해졌어요! / mirim2002@네이버닷컴	1
12828	2019년 10월 11일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
2527	2019년 2월 9일	별표 5개 만점에 5개를 받았습니다.	저는 매우만족합니다 구지 문상그런게아니라 유플청구서로쉽게 구매가능해서좋네여.. 근데 넘기는게 좀그러네요 ㅠㅠ 하지만 별 다섯개 앞으로도 더좋은 업데이트기대할께요~^^	1
10871	2019년 6월 30일	별표 5개 만점에 1개를 받았습니다.	이용불가 쉣	0
3575	2021년 1월 19일	별표 5개 만점에 4개를 받았습니다.	업데이트후 앱 실행이 안되요	1
13844	2019년 4월 9일	별표 5개 만점에 1개를 받았습니다.	실망	0
9231	2019년 10월 11일	별표 5개 만점에 4개를 받았습니다.	안 끊기면 별 다섯개	1
3629	2019년 2월 8일	별표 5개 만점에 5개를 받았습니다.	크롬캐스트 지원 안되나요..ㅠㅠ?? 안된다면 되게 해주세요ㅠ 부탁드립니다 너무 좋게 사용하고 있어요 늘 감사드려요😀	1
4245	2020년 6월 2일	별표 5개 만점에 3개를 받았습니다.	잘보고있는데 갑자기 테블릿 오류로 접속이 안됩니다	1
15980	2018년 8월 26일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류라고 하면서 앱 실행이 안됩니다.	0
192	2020년 12월 18일	별표 5개 만점에 5개를 받았습니다.	다운로드 하거나 진행중인 컨텐츠는 어떻게 삭제하나요? 찾을수가 없어요..10프로 미만에서 중단되었고 이어받기도 안되서 스트리밍으로 볼수도 없는데 확인요청드립니다.	1
11582	2021년 1월 19일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
11029	2018년 10월 18일	별표 5개 만점에 5개를 받았습니다.	조아요 감사	1
4686	2019년 3월 23일	별표 5개 만점에 1개를 받았습니다.	로그인이 안돼고 자꾸 실패했다고 뜹니다 ㅡㅡ 빨리해결해주세요	0
15402	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	최고에요 👍👍	1
13024	2019년 11월 17일	별표 5개 만점에 5개를 받았습니다.	좋아	1
11540	2021년 1월 25일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1763	2018년 10월 16일	별표 5개 만점에 1개를 받았습니다.	로그인이 안되요 아놔!~ 본인확인 아이디확인 가입하고 로그인하니 실패하고 비번틀렷나하고 재가입까지하고 비번도 금방바꾸고 다시들어가도 왜 알림 에 로그인실패로뜨는거죠?	0
10054	2019년 2월 21일	별표 5개 만점에 4개를 받았습니다.	대박 좋아 강추함	1
4361	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업데이트하고 일시적오류 30이 계속뜨네요 열리지도않고 . . . 지워지지도않고	0
11160	2019년 2월 16일	별표 5개 만점에 5개를 받았습니다.	좋아요~~~!!!	1
14858	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	만족	1
13868	2019년 2월 19일	별표 5개 만점에 5개를 받았습니다.	뭐..	1
14577	2018년 11월 6일	별표 5개 만점에 5개를 받았습니다.	무제한 요금제는 이것 때문에 쓸만하네요. 꼭 와이파이로 사용 권장함. 인간적으로 너무 일시장애에 끊김, 핸드폰 다시켜짐 반복입니다. 갈수록 심하네여.	1
3611	2019년 1월 31일	별표 5개 만점에 3개를 받았습니다.	업뎃을 했는데도 처음화면에서 업데이트창이뜨고 나중에를 누르면 아예 앱이 실행되지않습니다.	1
15381	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굳	1
1683	2019년 2월 24일	별표 5개 만점에 1개를 받았습니다.	예전버전이 훨씬 좋은듯합니다 일단 접속자체도 불안전한게있고 기존의 기능을 보완하는게 좋은데 타임머인기능도 없어지고 비디오포털도 따로가야하고 디자인정도 레이아웃정도만깔끔해졌고 나머진별로임 ㅜㅜ	0
6272	2019년 1월 29일	별표 5개 만점에 2개를 받았습니다.	뭐죠? 업데이트 되고 나서부터 왜자꾸 죽고 튕기죠? 하루 종일!!!!!!!!!공지도 없고	0
1461	2019년 2월 24일	별표 5개 만점에 1개를 받았습니다.	이전 어플보다 좋아진 점이 전혀없음. 화면구성이나 컨텐츠가 전보다 훨씬 못함. 게다가 전에는 영상볼때 중간에 튕기거나 그런게없었는데 어플바뀌고 자주 발생함. 통신사 바꾸고싶어짐	0
5630	2019년 4월 20일	별표 5개 만점에 4개를 받았습니다.	다운로드목록의 순서변경이 되었으면 좋겠습니다ㅜㅜ	1
4487	2019년 2월 7일	별표 5개 만점에 1개를 받았습니다.	업데이트 되고 부터 너무 접근어렵고 그지같음 굳이 이걸 월정액을 줘가면서 하는 이유를 몰겠 ;	0
7383	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	갤럭시 j7 쓰는데 실시간 티비 안나옴 ㅡㅡ'	0
